ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Bangladesh,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGD - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2010,14.75,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGD - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2013,13.18,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGD - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2016,11.38,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGD - LFS - Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,11.48,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGD - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2017,10.74,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGD - PC - Population Census,Occupation (Managerial positions): Total management,2011,5.39,,Data reference period: October
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,38.63,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,33.34,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,37,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,36.75,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,35.5,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,36.39,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,36,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,36.48,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,35.36,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,36.68,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,37.38,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,36.51,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,39.28,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,37.87,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,39.29,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,39.19,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,39.28,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,38.57,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,39.25,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BGR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,39,,Repository: Eurostat special tabulation
Bahamas,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BHS - LFS - Labour Force & Household Survey,Occupation (Managerial positions): Total management,2011,51.64,,Data reference period: May | Reference group coverage: Total employment
Bosnia and Herzegovina,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BIH - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2010,23.83,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BIH - LFS - Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,22.6,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BIH - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2011,21.42,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BIH - LFS - Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,23.03,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BIH - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2012,24.16,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BIH - LFS - Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,21.42,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BIH - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2013,22.79,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BIH - LFS - Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,24.16,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BIH - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2014,24.15,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),BIH - LFS - Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,24.18,,Repository: ILO-STATISTICS - Micro data processing
